estado_comprador,sujeto_obligado,proveedor,rfc,situacion,definitivo_dof,fecha_contrato,firmado_despues_definitivo,tipo_procedimiento,ejercicio,importe,monto_mxn_millones,importe_plausible,direccion_anuncio
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,52016.57,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-09,False,Adjudicación directa,2024,51950.81,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,51512.13,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,51402.8,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-08,False,Adjudicación directa,2024,51402.8,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-22,False,Adjudicación directa,2024,51293.2,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,50657.51,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,49123.1,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,49101.19,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,47216.05,0.05,True,
JALISCO,JAL - Ayuntamiento de El Salto,DAVEGA SERVICE CONCRETOS,DSC170824UH0,Presunto,,2024-07-01,False,Otra (especificar),2024,46400.37,0.05,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
JALISCO,JAL - Ayuntamiento de El Salto,DAVEGA SERVICE CONCRETOS,DSC170824UH0,Presunto,,2024-07-01,False,Otra (especificar),2024,46400.01,0.05,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
JALISCO,JAL - Ayuntamiento de El Salto,Davega Service Concretos,DSC170824UH0,Presunto,,2024-08-01,False,Otra (especificar),2024,46284.42,0.05,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
JALISCO,JAL - Ayuntamiento de El Salto,Davega Service Concretos,DSC170824UH0,Presunto,,2024-08-01,False,Otra (especificar),2024,46284.0,0.05,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
JALISCO,JAL - Ayuntamiento de El Salto,DAVEGA SERVICE CONCRETOS,DSC170824UH0,Presunto,,2024-09-01,False,Otra (especificar),2024,46284.0,0.05,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,46076.2,0.05,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-31,False,Adjudicación directa,2024,46076.2,0.05,True,
JALISCO,JAL - Ayuntamiento de El Salto,DAVEGA SERVICE CONCRETOS,DSC170824UH0,Presunto,,2024-07-01,False,Otra (especificar),2024,38280.03,0.04,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,37720.88,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,37720.88,0.04,True,
MICHOACÁN DE OCAMPO,MIC - SECRETARIA DEL BIENESTAR,Eduardo Alcaraz Torres,AATE650628LZ7,Presunto,,2025-07-16,False,Adjudicación directa,2025,37596.88,0.04,False,https://so.secoem.michoacan.gob.mx/wp-content/uploads/2026/01/BN95.pdf
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,37345.93,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,37345.93,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-23,False,Adjudicación directa,2024,36779.82,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,36701.4,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-12,False,Adjudicación directa,2024,36638.67,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-30,False,Adjudicación directa,2024,36638.67,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,36575.93,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-12,False,Adjudicación directa,2024,36497.51,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-24,False,Adjudicación directa,2024,36497.51,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-23,False,Adjudicación directa,2024,36414.23,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,36372.03,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,36329.26,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-30,False,Adjudicación directa,2024,36274.48,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-12,False,Adjudicación directa,2024,36274.48,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-06,False,Adjudicación directa,2024,36230.87,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,36212.36,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-12,False,Adjudicación directa,2024,36134.72,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-24,False,Adjudicación directa,2024,36134.72,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,36010.49,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,35973.62,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-14,False,Adjudicación directa,2024,35964.23,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-24,False,Adjudicación directa,2024,35885.82,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-06,False,Adjudicación directa,2024,35885.82,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-06,False,Adjudicación directa,2024,35870.74,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-27,False,Adjudicación directa,2024,35860.81,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,35860.81,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,35843.35,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,35843.35,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-19,False,Adjudicación directa,2024,35823.07,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-06,False,Adjudicación directa,2024,35733.89,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-07,False,Adjudicación directa,2024,35621.07,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,35621.07,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-14,False,Adjudicación directa,2024,35621.07,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,35606.98,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-14,False,Adjudicación directa,2024,35606.75,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-06,False,Adjudicación directa,2024,35529.11,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-24,False,Adjudicación directa,2024,35529.11,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-19,False,Adjudicación directa,2024,35466.99,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-07,False,Adjudicación directa,2024,35437.76,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,35430.97,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-13,False,Adjudicación directa,2024,35381.35,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-05,False,Adjudicación directa,2024,35381.35,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-07,False,Adjudicación directa,2024,35367.24,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-21,False,Adjudicación directa,2024,35367.24,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-17,False,Adjudicación directa,2024,35254.43,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-26,False,Adjudicación directa,2024,35240.51,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-20,False,Adjudicación directa,2024,35240.32,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-03,False,Adjudicación directa,2024,35240.32,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-18,False,Adjudicación directa,2024,35141.62,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,35078.78,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,35071.1,0.04,True,
MICHOACÁN DE OCAMPO,MIC - Secretaria de Igualdad Sustantiva y Desarrollo de las Mujeres Michoacanas,Jaime Jesús Toscano Arreola,TOAJ940326R39,Presunto,,,False,Adjudicación directa,2025,35000.0,0.04,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-23,False,Adjudicación directa,2024,34949.13,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,34882.01,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,34874.61,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-30,False,Adjudicación directa,2024,34815.0,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-12,False,Adjudicación directa,2024,34815.0,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,34755.39,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-12,False,Adjudicación directa,2024,34680.87,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-24,False,Adjudicación directa,2024,34680.87,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-18,False,Adjudicación directa,2024,34633.96,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,34561.63,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,34535.29,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-06,False,Adjudicación directa,2024,34427.5,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,34348.75,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,34333.07,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-14,False,Adjudicación directa,2024,34174.13,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-24,False,Adjudicación directa,2024,34099.62,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-06,False,Adjudicación directa,2024,34099.62,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-19,False,Adjudicación directa,2024,34040.0,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,34007.31,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,33991.79,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,33940.95,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,33667.41,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,33603.58,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,33463.51,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-09,False,Adjudicación directa,2024,33421.2,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,33140.62,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,33139.17,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-08,False,Adjudicación directa,2024,33068.65,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,33068.65,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-22,False,Adjudicación directa,2024,32998.15,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,32639.06,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,32624.15,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,32589.19,0.03,True,
MICHOACÁN DE OCAMPO,MIC - SECRETARIA DEL BIENESTAR,Eduardo Alcaraz Torres,AATE650628LZ7,Presunto,,2025-08-18,False,Adjudicación directa,2025,32480.0,0.03,False,https://so.secoem.michoacan.gob.mx/wp-content/uploads/2026/01/BN119.pdf
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,32251.56,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,31917.68,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,31602.07,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,31600.41,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,31587.97,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,30375.22,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,30328.99,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-31,False,Adjudicación directa,2024,29641.92,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,29641.92,0.03,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,29596.39,0.03,True,
